Action,org:resource,concept:name,EventOrigin,EventID,lifecycle:transition,time:timestamp,case:LoanGoal,case:ApplicationType,case:concept:name,case:RequestedAmount,FirstWithdrawalAmount,NumberOfTerms,Accepted,MonthlyCost,Selected,CreditScore,OfferedAmount,OfferID,duration,eventlog_violation,policy_violation,true_violation
Created,User_1,W_Handle leads,Workflow,Workitem_1763987035,schedule,2016-01-03 20:11:14.279000+00:00,Car,New credit,Application_813133375,33800.0,,,,,,,,,0.024306388888888888,False,False,False
Created,User_113,W_Validate application,Workflow,Workitem_2074778298,schedule,2016-03-04 07:50:04.830000+00:00,Existing loan takeover,New credit,Application_1252717204,20600.0,,,,,,,,,9.999999999999999e-06,False,False,False
Deleted,User_10,W_Complete application,Workflow,Workitem_267352688,complete,2016-01-05 13:22:36.366000+00:00,Home improvement,New credit,Application_948316229,30000.0,,,,,,,,,1.1944444444444443e-05,False,False,False
Released,User_95,W_Call incomplete files,Workflow,Workitem_1091355852,suspend,2016-01-20 14:33:56.397000+00:00,Home improvement,New credit,Application_1004303396,15000.0,,,,,,,,,5.319051666666667,False,False,False
Deleted,User_15,W_Complete application,Workflow,Workitem_1175562530,complete,2016-01-04 10:25:15.417000+00:00,Car,New credit,Application_340403559,17000.0,,,,,,,,,1.9444444444444444e-06,False,False,False
Created,User_2,W_Validate application,Workflow,Workitem_1510749346,schedule,2016-01-14 12:25:49.977000+00:00,Car,New credit,Application_1193723578,20000.0,,,,,,,,,5.555555555555555e-07,False,False,False
Deleted,User_100,W_Validate application,Workflow,Workitem_276187967,complete,2016-01-08 12:24:35.092000+00:00,Caravan / Camper,New credit,Application_1059184025,6600.0,,,,,,,,,1.6666666666666667e-06,False,False,False
statechange,User_2,O_Created,Offer,OfferState_2082725643,complete,2016-01-14 10:46:18.652000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,Offer_1551167005,0.016650833333333333,False,False,False
statechange,User_3,O_Sent (mail and online),Offer,OfferState_1312452310,complete,2016-01-05 15:13:24.698000+00:00,Car,New credit,Application_1290239114,15000.0,,,,,,,,Offer_913513267,4.166666666666667e-06,False,False,False
statechange,User_14,O_Created,Offer,OfferState_498730057,complete,2016-01-22 18:49:32.822000+00:00,Existing loan takeover,New credit,Application_767475240,15400.0,,,,,,,,Offer_410150818,0.0036005555555555556,False,False,False
Released,User_2,W_Call after offers,Workflow,Workitem_992811706,suspend,2016-01-11 07:51:59.977000+00:00,Home improvement,New credit,Application_1004303396,15000.0,,,,,,,,,96.35440583333333,False,False,False
statechange,User_89,A_Accepted,Application,ApplState_648107089,complete,2016-01-04 14:57:56.641000+00:00,Home improvement,New credit,Application_862160604,20000.0,,,,,,,,,0.033515555555555555,False,False,False
Created,User_47,A_Create Application,Application,Application_54405635,complete,2016-01-04 10:40:54.565000+00:00,"Other, see explanation",Limit raise,Application_54405635,6000.0,,,,,,,,,8.333333333333333e-07,False,False,False
statechange,User_4,O_Created,Offer,OfferState_673842561,complete,2016-01-05 16:26:56.413000+00:00,Existing loan takeover,New credit,Application_822724921,30000.0,,,,,,,,Offer_1680535733,0.0047730555555555556,False,False,False
Deleted,User_14,W_Complete application,Workflow,Workitem_677607723,ate_abort,2016-01-05 18:38:00.626000+00:00,"Other, see explanation",New credit,Application_354702724,5000.0,,,,,,,,,1.6666666666666667e-06,False,False,False
Deleted,User_15,W_Complete application,Workflow,Workitem_1587564621,complete,2016-01-04 11:50:17.882000+00:00,Car,New credit,Application_268676496,5500.0,,,,,,,,,1.6666666666666667e-06,False,False,False
Released,User_89,W_Complete application,Workflow,Workitem_1748553620,suspend,2016-01-04 11:10:03.428000+00:00,Not speficied,New credit,Application_1845547664,9000.0,,,,,,,,,0.2918980555555556,False,False,False
statechange,User_114,O_Returned,Offer,OfferState_1710400201,complete,2016-01-15 10:52:35.349000+00:00,Existing loan takeover,New credit,Application_93597308,50000.0,,,,,,,,Offer_519819309,0.05749111111111111,False,False,False
statechange,User_113,O_Returned,Offer,OfferState_878672734,complete,2016-01-08 08:28:24.788000+00:00,Car,Limit raise,Application_821425679,15000.0,,,,,,,,Offer_102669259,0.07687000000000001,False,False,False
Created,User_1,W_Complete application,Workflow,Workitem_1703931302,schedule,2016-01-01 10:17:31.584000+00:00,Home improvement,New credit,Application_1691306052,10000.0,,,,,,,,,2.777777777777778e-06,False,False,False
statechange,User_1,O_Cancelled,Offer,OfferState_1836015860,complete,2016-02-29 07:02:39.661000+00:00,Home improvement,New credit,Application_1754646859,10000.0,,,,,,,,Offer_1855513771,2.4999999999999998e-06,False,False,False
Obtained,User_16,W_Complete application,Workflow,Workitem_966894783,start,2016-01-04 13:13:08.208000+00:00,Home improvement,New credit,Application_930742634,10000.0,,,,,,,,,0.008438611111111112,False,False,False
Obtained,User_75,W_Call incomplete files,Workflow,Workitem_1227668028,start,2016-01-19 09:44:25.263000+00:00,Existing loan takeover,New credit,Application_93597308,50000.0,,,,,,,,,5.555555555555555e-07,False,False,False
statechange,User_17,O_Created,Offer,OfferState_677711590,complete,2016-01-02 11:43:27.409000+00:00,Existing loan takeover,New credit,Application_1085880569,13000.0,,,,,,,,Offer_213805292,0.02882,False,False,False
statechange,User_1,A_Submitted,Application,ApplState_219633904,complete,2016-01-01 17:58:26.216000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,8.555555555555556e-05,False,False,False
statechange,User_112,A_Validating,Application,ApplState_1682625649,complete,2016-01-19 08:59:23.048000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,,0.0147525,False,False,False
statechange,User_3,A_Complete,Application,ApplState_657352684,complete,2016-01-05 15:31:11.523000+00:00,Existing loan takeover,New credit,Application_421364849,32000.0,,,,,,,,,0.01802277777777778,False,False,False
statechange,User_1,A_Cancelled,Application,ApplState_570380215,complete,2016-02-05 07:00:26.439000+00:00,Boat,New credit,Application_920048730,40000.0,,,,,,,,,2.8888888888888888e-05,False,False,False
Obtained,User_116,W_Validate application,Workflow,Workitem_1895638503,start,2016-01-12 10:38:15.278000+00:00,Unknown,New credit,Application_1446096185,0.0,,,,,,,,,2.25e-05,False,False,False
statechange,User_5,A_Complete,Application,ApplState_2054601990,complete,2016-01-04 19:17:01.768000+00:00,Car,New credit,Application_2068443797,13500.0,,,,,,,,,0.025306111111111113,False,False,False
statechange,User_19,O_Sent (mail and online),Offer,OfferState_1161306540,complete,2016-01-02 11:43:56.242000+00:00,Home improvement,New credit,Application_828200680,35000.0,,,,,,,,Offer_607758096,4.722222222222222e-06,False,False,False
Obtained,User_68,W_Validate application,Workflow,Workitem_1627633740,resume,2016-02-26 08:15:52.700000+00:00,Home improvement,New credit,Application_948316229,30000.0,,,,,,,,,0.011366666666666667,False,False,False
statechange,User_114,A_Validating,Application,ApplState_1613553795,complete,2016-01-13 11:52:52.024000+00:00,Car,New credit,Application_1405679737,5000.0,,,,,,,,,0.006896388888888889,False,False,False
statechange,User_117,A_Validating,Application,ApplState_1264188685,complete,2016-01-14 13:39:51.556000+00:00,Existing loan takeover,New credit,Application_652823628,20000.0,,,,,,,,,0.2494788888888889,False,False,False
statechange,User_100,A_Incomplete,Application,ApplState_1874120270,complete,2016-01-08 12:46:40.555000+00:00,Existing loan takeover,New credit,Application_1266995739,7000.0,,,,,,,,,0.02757583333333333,False,False,False
Obtained,User_75,W_Validate application,Workflow,Workitem_207051136,resume,2016-01-18 13:10:02.679000+00:00,"Other, see explanation",New credit,Application_130460765,20000.0,,,,,,,,,0.11705444444444445,False,False,False
Released,User_100,W_Validate application,Workflow,Workitem_101522152,suspend,2016-01-14 15:49:40.071000+00:00,"Other, see explanation",Limit raise,Application_1307111345,20000.0,,,,,,,,,16.4528825,True,True,True
Obtained,User_75,W_Call incomplete files,Workflow,Workitem_1756001542,start,2016-02-05 14:51:23.162000+00:00,Unknown,New credit,Application_1660185664,0.0,,,,,,,,,2.7777777777777776e-07,False,False,False
Created,User_71,W_Call after offers,Workflow,Workitem_1719111211,schedule,2016-01-11 16:05:13.835000+00:00,Home improvement,New credit,Application_1947648225,22000.0,,,,,,,,,5.555555555555555e-07,False,False,False
statechange,User_8,O_Created,Offer,OfferState_1263784727,complete,2016-01-29 10:28:48.876000+00:00,Existing loan takeover,New credit,Application_1979402314,13250.0,,,,,,,,Offer_1086880895,0.005413611111111111,False,False,False
Released,User_17,W_Call after offers,Workflow,Workitem_2034165672,suspend,2016-01-02 14:49:06.829000+00:00,"Other, see explanation",New credit,Application_387012864,5000.0,,,,,,,,,91.67890027777779,True,True,True
statechange,User_13,A_Complete,Application,ApplState_872867375,complete,2016-01-04 13:25:15.710000+00:00,Existing loan takeover,New credit,Application_396349881,15000.0,,,,,,,,,0.034715,False,False,False
Obtained,User_99,W_Validate application,Workflow,Workitem_819444679,resume,2016-01-13 13:30:15.330000+00:00,Car,New credit,Application_813133375,33800.0,,,,,,,,,0.11904333333333333,False,False,False
statechange,User_14,A_Concept,Application,ApplState_1224556169,complete,2016-01-04 09:24:01.746000+00:00,Remaining debt home,Limit raise,Application_1374020543,30000.0,,,,,,,,,2.777777777777778e-06,False,False,False
Created,User_10,A_Create Application,Application,Application_220402598,complete,2016-01-04 14:34:30.218000+00:00,Car,Limit raise,Application_220402598,18000.0,,,,,,,,,8.333333333333333e-07,False,False,False
Released,User_30,W_Validate application,Workflow,Workitem_1198377459,suspend,2016-01-07 11:33:54.996000+00:00,Home improvement,Limit raise,Application_1674281629,30000.0,,,,,,,,,0.3072155555555556,False,False,False
Deleted,User_10,W_Complete application,Workflow,Workitem_301180959,ate_abort,2016-01-04 18:55:41.709000+00:00,Car,New credit,Application_2062932311,10000.0,,,,,,,,,3.055555555555555e-06,False,False,False
Created,User_115,W_Call incomplete files,Workflow,Workitem_835564623,schedule,2016-01-14 09:16:20.970000+00:00,Existing loan takeover,New credit,Application_652823628,20000.0,,,,,,,,,5.555555555555555e-07,False,False,False
Released,User_101,W_Call incomplete files,Workflow,Workitem_473893835,suspend,2016-01-13 13:15:38.960000+00:00,Home improvement,New credit,Application_2049529862,10000.0,,,,,,,,,6.475738611111111,True,True,True
Created,User_13,A_Create Application,Application,Application_323012882,complete,2016-01-04 12:11:04.602000+00:00,Car,New credit,Application_323012882,8000.0,,,,,,,,,1.638888888888889e-05,False,False,False
Created,User_1,A_Create Application,Application,Application_1588619628,complete,2016-01-03 09:57:28.137000+00:00,Home improvement,New credit,Application_1588619628,24000.0,,,,,,,,,1.0555555555555555e-05,False,False,False
statechange,User_1,A_Submitted,Application,ApplState_524001234,complete,2016-01-03 20:32:05.097000+00:00,Car,New credit,Application_268676496,5500.0,,,,,,,,,0.00013277777777777778,False,False,False
statechange,User_1,A_Submitted,Application,ApplState_609316170,complete,2016-01-02 20:20:30.682000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,,0.00010583333333333334,False,False,False
Released,User_3,W_Call after offers,Workflow,Workitem_1425841733,suspend,2016-01-02 15:56:50.945000+00:00,Car,New credit,Application_1710223761,11000.0,,,,,,,,,97.97493472222223,True,True,True
Obtained,User_14,W_Complete application,Workflow,Workitem_454725911,start,2016-01-04 07:06:13.704000+00:00,Existing loan takeover,New credit,Application_2110144842,15000.0,,,,,,,,,8.333333333333333e-07,False,False,False
statechange,User_117,O_Returned,Offer,OfferState_1716591558,complete,2016-01-08 09:44:19.532000+00:00,Not speficied,New credit,Application_584603670,5000.0,,,,,,,,Offer_1233560445,0.004209166666666667,False,False,False
Deleted,User_8,W_Complete application,Workflow,Workitem_1674487838,ate_abort,2016-01-04 19:14:42.369000+00:00,Caravan / Camper,New credit,Application_909491524,15000.0,,,,,,,,,1.1944444444444443e-05,False,False,False
Deleted,User_29,W_Validate application,Workflow,Workitem_1024191793,complete,2016-01-20 12:44:35.507000+00:00,"Other, see explanation",New credit,Application_1304234740,50000.0,,,,,,,,,2.777777777777778e-06,False,False,False
Created,User_1,W_Handle leads,Workflow,Workitem_831373279,schedule,2016-01-01 10:16:11.740000+00:00,Home improvement,New credit,Application_1691306052,10000.0,,,,,,,,,0.022175833333333332,False,False,False
statechange,User_43,O_Created,Offer,OfferState_1318868553,complete,2016-01-04 08:17:43.758000+00:00,Not speficied,New credit,Application_1111870538,5000.0,,,,,,,,Offer_792838244,0.1975033333333333,False,False,False
Obtained,User_16,W_Call after offers,Workflow,Workitem_283495500,start,2016-01-04 11:14:20.628000+00:00,Home improvement,New credit,Application_1448214642,8000.0,,,,,,,,,5.555555555555555e-07,False,False,False
Obtained,User_113,W_Validate application,Workflow,Workitem_1853647796,start,2016-01-08 10:08:49.262000+00:00,Home improvement,New credit,Application_1878239836,15000.0,,,,,,,,,0.0002477777777777778,False,False,False
statechange,User_113,A_Validating,Application,ApplState_1631599024,complete,2016-01-13 09:04:44.966000+00:00,Existing loan takeover,New credit,Application_395903076,16000.0,,,,,,,,,0.0017983333333333334,False,False,False
Released,User_38,W_Complete application,Workflow,Workitem_1463173474,suspend,2016-01-04 14:00:26.821000+00:00,Home improvement,New credit,Application_178025821,50000.0,,,,,,,,,0.00249,False,False,False
Released,User_68,W_Validate application,Workflow,Workitem_1014207605,suspend,2016-03-08 10:38:13.673000+00:00,Existing loan takeover,New credit,Application_1252717204,20600.0,,,,,,,,,0.8957822222222221,False,False,False
statechange,User_99,A_Incomplete,Application,ApplState_322168979,complete,2016-01-11 12:32:10.537000+00:00,"Other, see explanation",Limit raise,Application_1301925609,35000.0,,,,,,,,,0.23246555555555554,False,False,False
statechange,User_95,O_Accepted,Offer,OfferState_1864268085,complete,2016-01-22 13:07:06.434000+00:00,Home improvement,New credit,Application_470922426,40000.0,,,,,,,,Offer_927638197,1.111111111111111e-06,False,False,False
Created,User_29,W_Call incomplete files,Workflow,Workitem_474681347,schedule,2016-01-11 09:08:44.064000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,,8.333333333333333e-07,False,False,False
Deleted,User_14,W_Handle leads,Workflow,Workitem_358133604,complete,2016-01-04 07:49:34.142000+00:00,Car,New credit,Application_1876456626,10750.0,,,,,,,,,2.222222222222222e-06,False,False,False
Deleted,User_5,W_Complete application,Workflow,Workitem_884726285,complete,2016-01-04 16:26:11.256000+00:00,Business goal,New credit,Application_212010049,18500.0,,,,,,,,,1.9444444444444444e-06,False,False,False
Released,User_75,W_Call incomplete files,Workflow,Workitem_741118878,suspend,2016-01-15 15:34:31.350000+00:00,Car,New credit,Application_1535675187,8500.0,,,,,,,,,0.39130750000000003,False,False,False
Released,User_15,W_Call after offers,Workflow,Workitem_515374221,suspend,2016-01-08 09:14:36.947000+00:00,Home improvement,New credit,Application_178025821,50000.0,,,,,,,,,119.2017575,False,False,False
Released,User_114,W_Validate application,Workflow,Workitem_1573698168,suspend,2016-02-11 09:58:05.623000+00:00,Car,New credit,Application_1405679737,5000.0,,,,,,,,,0.6035522222222223,False,False,False
statechange,User_1,A_Cancelled,Application,ApplState_818703741,complete,2016-02-29 07:01:05.198000+00:00,Car,New credit,Application_196483749,10000.0,,,,,,,,,1.138888888888889e-05,False,False,False
Created,User_95,W_Call incomplete files,Workflow,Workitem_1563495532,schedule,2016-01-13 10:41:59.647000+00:00,Home improvement,Limit raise,Application_1474017032,15000.0,,,,,,,,,8.333333333333333e-07,False,False,False
statechange,User_1,O_Cancelled,Offer,OfferState_1435582453,complete,2016-02-29 07:00:57.045000+00:00,Car,New credit,Application_1365381023,5000.0,,,,,,,,Offer_1413672442,2.4999999999999998e-06,False,False,False
Created,User_117,W_Validate application,Workflow,Workitem_1945313640,schedule,2016-01-13 15:32:14.350000+00:00,Home improvement,New credit,Application_854524772,0.0,,,,,,,,,5.555555555555555e-07,False,False,False
